#rate	A_maxlik	<A>	stdA	CI_5pc	CI_95pc
7.943282e-09	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.456542e-09	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-09	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.265795e-09	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.467369e-09	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.818383e-09	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.290868e-09	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.862087e-09	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.513561e-09	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.230269e-09	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
